ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,SalesOrderNumber,SalesAmount,Reseller Name
280,20190105,20190105,20190105,227,SO46607,1103.6292,"Health Spa, Limited"
331,20190105,20190105,20190105,227,SO46607,4228.146,"Health Spa, Limited"
423,20190105,20190105,20190105,227,SO46607,330.462,"Health Spa, Limited"
417,20190105,20190105,20190105,227,SO46607,973.3581,"Health Spa, Limited"
435,20190105,20190105,20190105,227,SO46607,973.3581,"Health Spa, Limited"
343,20190105,20190105,20190105,227,SO46607,4697.94,"Health Spa, Limited"
381,20190105,20190105,20190105,227,SO46607,2401.05,"Health Spa, Limited"
439,20190105,20190105,20190105,227,SO46607,3123.2728,"Health Spa, Limited"
273,20190105,20190105,20190105,227,SO46607,404.664,"Health Spa, Limited"
271,20190105,20190105,20190105,227,SO46607,1213.992,"Health Spa, Limited"
422,20190105,20190105,20190105,227,SO46607,270.156,"Health Spa, Limited"
368,20190105,20190105,20190105,227,SO46607,8796.06,"Health Spa, Limited"
242,20190105,20190105,20190105,227,SO46607,2342.4546,"Health Spa, Limited"
377,20190105,20190105,20190105,227,SO46607,6544.6875,"Health Spa, Limited"
383,20190105,20190105,20190105,227,SO46607,1200.525,"Health Spa, Limited"
286,20190105,20190105,20190105,227,SO46607,1839.382,"Health Spa, Limited"
370,20190105,20190105,20190105,227,SO46607,4398.03,"Health Spa, Limited"
389,20190105,20190105,20190105,227,SO46607,7961.0821,"Health Spa, Limited"
429,20190105,20190105,20190105,227,SO46607,648.9054,"Health Spa, Limited"
245,20190105,20190105,20190105,227,SO46607,780.8182,"Health Spa, Limited"
323,20190105,20190105,20190105,227,SO46607,6230.7212,"Health Spa, Limited"
375,20190105,20190105,20190105,227,SO46607,5235.75,"Health Spa, Limited"
414,20190105,20190105,20190105,227,SO46607,894.186,"Health Spa, Limited"
333,20190105,20190105,20190105,227,SO46607,4895.5667,"Health Spa, Limited"
254,20190105,20190105,20190105,227,SO46607,1103.6292,"Health Spa, Limited"
339,20190105,20190105,20190105,227,SO46607,2818.764,"Health Spa, Limited"
263,20190105,20190105,20190105,227,SO46607,404.664,"Health Spa, Limited"
325,20190105,20190105,20190105,227,SO46607,6230.7212,"Health Spa, Limited"
341,20190105,20190105,20190105,227,SO46607,469.794,"Health Spa, Limited"
321,20190105,20190105,20190105,227,SO46607,469.794,"Health Spa, Limited"
403,20190105,20190105,20190105,227,SO46607,72.8835,"Health Spa, Limited"
385,20190105,20190105,20190105,227,SO46607,1800.7875,"Health Spa, Limited"
424,20190105,20190105,20190105,227,SO46607,856.944,"Health Spa, Limited"
265,20190105,20190105,20190105,227,SO46607,404.664,"Health Spa, Limited"
230,20190105,20190105,20190105,227,SO46607,57.6808,"Health Spa, Limited"
257,20190105,20190105,20190105,227,SO46607,735.7528,"Health Spa, Limited"
441,20190105,20190105,20190105,227,SO46607,1561.6364,"Health Spa, Limited"
329,20190105,20190105,20190105,227,SO46607,6230.7212,"Health Spa, Limited"
433,20190105,20190105,20190105,227,SO46607,1622.2635,"Health Spa, Limited"
267,20190105,20190105,20190105,227,SO46607,606.996,"Health Spa, Limited"
415,20190105,20190105,20190105,227,SO46607,1188.216,"Health Spa, Limited"
469,20190105,20190105,20190105,442,SO46608,68.382,Original Bicycle Supply Company
308,20190105,20190105,20190105,442,SO46608,2977.0908,Original Bicycle Supply Company
466,20190105,20190105,20190105,442,SO46608,42.3867,Original Bicycle Supply Company
365,20190105,20190105,20190105,442,SO46608,1295.988,Original Bicycle Supply Company
468,20190105,20190105,20190105,442,SO46608,22.794,Original Bicycle Supply Company
396,20190105,20190105,20190105,442,SO46608,224.514,Original Bicycle Supply Company
457,20190105,20190105,20190105,442,SO46608,134.982,Original Bicycle Supply Company
454,20190105,20190105,20190105,442,SO46608,143.976,Original Bicycle Supply Company
419,20190105,20190105,20190105,442,SO46608,157.941,Original Bicycle Supply Company
230,20190105,20190105,20190105,442,SO46608,115.3616,Original Bicycle Supply Company
401,20190105,20190105,20190105,442,SO46608,196.8054,Original Bicycle Supply Company
410,20190105,20190105,20190105,442,SO46608,109.341,Original Bicycle Supply Company
426,20190105,20190105,20190105,442,SO46608,1046.28,Original Bicycle Supply Company
420,20190105,20190105,20190105,442,SO46608,708.075,Original Bicycle Supply Company
395,20190105,20190105,20190105,442,SO46608,184.122,Original Bicycle Supply Company
447,20190105,20190105,20190105,442,SO46608,156.31,Original Bicycle Supply Company
289,20190105,20190105,20190105,442,SO46608,744.2727,Original Bicycle Supply Company
367,20190105,20190105,20190105,442,SO46608,3239.97,Original Bicycle Supply Company
411,20190105,20190105,20190105,442,SO46608,125.415,Original Bicycle Supply Company
233,20190105,20190105,20190105,442,SO46608,173.0424,Original Bicycle Supply Company
427,20190105,20190105,20190105,442,SO46608,1255.536,Original Bicycle Supply Company
297,20190105,20190105,20190105,442,SO46608,2944.582,Original Bicycle Supply Company
399,20190105,20190105,20190105,442,SO46608,135.098,Original Bicycle Supply Company
458,20190105,20190105,20190105,442,SO46608,359.952,Original Bicycle Supply Company
462,20190105,20190105,20190105,442,SO46608,98.9023,Original Bicycle Supply Company
236,20190105,20190105,20190105,442,SO46608,288.404,Original Bicycle Supply Company
391,20190105,20190105,20190105,442,SO46608,88.932,Original Bicycle Supply Company
394,20190105,20190105,20190105,442,SO46608,20.52,Original Bicycle Supply Company
356,20190105,20190105,20190105,442,SO46608,3728.5554,Original Bicycle Supply Company
453,20190105,20190105,20190105,442,SO46608,409.1798,Original Bicycle Supply Company
456,20190105,20190105,20190105,442,SO46608,404.946,Original Bicycle Supply Company
393,20190105,20190105,20190105,442,SO46608,550.776,Original Bicycle Supply Company
464,20190105,20190105,20190105,442,SO46608,70.6445,Original Bicycle Supply Company
221,20190105,20190105,20190105,442,SO46608,45.4197,Original Bicycle Supply Company
461,20190105,20190105,20190105,442,SO46608,161.982,Original Bicycle Supply Company
213,20190105,20190105,20190105,442,SO46608,75.6995,Original Bicycle Supply Company
366,20190105,20190105,20190105,442,SO46608,1295.988,Original Bicycle Supply Company
362,20190105,20190105,20190105,442,SO46608,6147.2945,Original Bicycle Supply Company
445,20190105,20190105,20190105,442,SO46608,71.988,Original Bicycle Supply Company
224,20190105,20190105,20190105,442,SO46608,54.0466,Original Bicycle Supply Company
360,20190105,20190105,20190105,442,SO46608,4917.8356,Original Bicycle Supply Company
305,20190105,20190105,20190105,442,SO46608,1472.291,Original Bicycle Supply Company
459,20190105,20190105,20190105,442,SO46608,485.946,Original Bicycle Supply Company
448,20190105,20190105,20190105,442,SO46608,124.9855,Original Bicycle Supply Company
364,20190105,20190105,20190105,442,SO46608,1295.988,Original Bicycle Supply Company
421,20190105,20190105,20190105,442,SO46608,392.658,Original Bicycle Supply Company
428,20190105,20190105,20190105,442,SO46608,418.512,Original Bicycle Supply Company
460,20190105,20190105,20190105,442,SO46608,431.952,Original Bicycle Supply Company
352,20190105,20190105,20190105,442,SO46608,7457.1108,Original Bicycle Supply Company
412,20190105,20190105,20190105,442,SO46608,180.129,Original Bicycle Supply Company
216,20190105,20190105,20190105,442,SO46608,151.3989,Original Bicycle Supply Company
242,20190105,20190105,20190105,577,SO46609,1561.6364,Synthetic Materials Manufacturing
236,20190105,20190105,20190105,577,SO46609,28.8404,Synthetic Materials Manufacturing
439,20190105,20190105,20190105,577,SO46609,780.8182,Synthetic Materials Manufacturing
469,20190105,20190105,20190105,125,SO46610,237.5287,Immediate Repair Shop
412,20190105,20190105,20190105,125,SO46610,540.387,Immediate Repair Shop
409,20190105,20190105,20190105,125,SO46610,209.256,Immediate Repair Shop
362,20190105,20190105,20190105,125,SO46610,7376.7534,Immediate Repair Shop
297,20190105,20190105,20190105,125,SO46610,736.1455,Immediate Repair Shop
420,20190105,20190105,20190105,125,SO46610,283.23,Immediate Repair Shop
468,20190105,20190105,20190105,125,SO46610,22.794,Immediate Repair Shop
367,20190105,20190105,20190105,125,SO46610,3887.964,Immediate Repair Shop
419,20190105,20190105,20190105,125,SO46610,210.588,Immediate Repair Shop
470,20190105,20190105,20190105,125,SO46610,598.3425,Immediate Repair Shop
352,20190105,20190105,20190105,125,SO46610,4971.4072,Immediate Repair Shop
358,20190105,20190105,20190105,125,SO46610,1229.4589,Immediate Repair Shop
411,20190105,20190105,20190105,125,SO46610,501.66,Immediate Repair Shop
364,20190105,20190105,20190105,125,SO46610,1943.982,Immediate Repair Shop
354,20190105,20190105,20190105,125,SO46610,9942.8144,Immediate Repair Shop
421,20190105,20190105,20190105,125,SO46610,196.329,Immediate Repair Shop
308,20190105,20190105,20190105,125,SO46610,744.2727,Immediate Repair Shop
366,20190105,20190105,20190105,125,SO46610,1943.982,Immediate Repair Shop
428,20190105,20190105,20190105,125,SO46610,837.024,Immediate Repair Shop
397,20190105,20190105,20190105,125,SO46610,48.589,Immediate Repair Shop
410,20190105,20190105,20190105,125,SO46610,109.341,Immediate Repair Shop
420,20190105,20190105,20190105,146,SO46611,283.23,Latest Sports Equipment
410,20190105,20190105,20190105,146,SO46611,182.235,Latest Sports Equipment
447,20190105,20190105,20190105,146,SO46611,105.00,Latest Sports Equipment
453,20190105,20190105,20190105,146,SO46611,179.97,Latest Sports Equipment
401,20190105,20190105,20190105,146,SO46611,196.8054,Latest Sports Equipment
233,20190105,20190105,20190105,146,SO46611,259.5636,Latest Sports Equipment
367,20190105,20190105,20190105,146,SO46611,3887.964,Latest Sports Equipment
230,20190105,20190105,20190105,146,SO46611,57.6808,Latest Sports Equipment
460,20190105,20190105,20190105,146,SO46611,107.988,Latest Sports Equipment
458,20190105,20190105,20190105,146,SO46611,314.958,Latest Sports Equipment
221,20190105,20190105,20190105,146,SO46611,75.6995,Latest Sports Equipment
213,20190105,20190105,20190105,146,SO46611,75.6995,Latest Sports Equipment
409,20190105,20190105,20190105,146,SO46611,1464.792,Latest Sports Equipment
421,20190105,20190105,20190105,146,SO46611,588.987,Latest Sports Equipment
236,20190105,20190105,20190105,146,SO46611,86.5212,Latest Sports Equipment
216,20190105,20190105,20190105,146,SO46611,30.2798,Latest Sports Equipment
354,20190105,20190105,20190105,146,SO46611,3728.5554,Latest Sports Equipment
419,20190105,20190105,20190105,146,SO46611,52.647,Latest Sports Equipment
468,20190105,20190105,20190105,146,SO46611,113.97,Latest Sports Equipment
356,20190105,20190105,20190105,146,SO46611,7457.1108,Latest Sports Equipment
397,20190105,20190105,20190105,146,SO46611,97.178,Latest Sports Equipment
360,20190105,20190105,20190105,146,SO46611,13976.4895,Latest Sports Equipment
358,20190105,20190105,20190105,146,SO46611,12294.589,Latest Sports Equipment
448,20190105,20190105,20190105,146,SO46611,35.982,Latest Sports Equipment
428,20190105,20190105,20190105,146,SO46611,1255.536,Latest Sports Equipment
456,20190105,20190105,20190105,146,SO46611,89.988,Latest Sports Equipment
461,20190105,20190105,20190105,146,SO46611,161.982,Latest Sports Equipment
366,20190105,20190105,20190105,146,SO46611,647.994,Latest Sports Equipment
399,20190105,20190105,20190105,146,SO46611,202.647,Latest Sports Equipment
364,20190105,20190105,20190105,146,SO46611,5831.946,Latest Sports Equipment
362,20190105,20190105,20190105,146,SO46611,9835.6712,Latest Sports Equipment
464,20190105,20190105,20190105,146,SO46611,113.0312,Latest Sports Equipment
411,20190105,20190105,20190105,146,SO46611,250.83,Latest Sports Equipment
427,20190105,20190105,20190105,146,SO46611,837.024,Latest Sports Equipment
352,20190105,20190105,20190105,146,SO46611,2485.7036,Latest Sports Equipment
365,20190105,20190105,20190105,146,SO46611,4535.958,Latest Sports Equipment
469,20190105,20190105,20190105,146,SO46611,357.296,Latest Sports Equipment
470,20190105,20190105,20190105,146,SO46611,581.247,Latest Sports Equipment
308,20190105,20190105,20190105,146,SO46611,5209.9089,Latest Sports Equipment
224,20190105,20190105,20190105,146,SO46611,15.5595,Latest Sports Equipment
239,20190105,20190105,20190105,398,SO46612,780.8182,Commendable Bikes
236,20190105,20190105,20190105,398,SO46612,28.8404,Commendable Bikes
242,20190105,20190105,20190105,398,SO46612,780.8182,Commendable Bikes
453,20190105,20190105,20190105,398,SO46612,35.994,Commendable Bikes
352,20190105,20190105,20190105,7,SO46613,1242.8518,Associated Bikes
289,20190105,20190105,20190105,7,SO46613,1488.5454,Associated Bikes
421,20190105,20190105,20190105,7,SO46613,196.329,Associated Bikes
456,20190105,20190105,20190105,299,SO46614,449.94,Citywide Service and Repair
377,20190105,20190105,20190105,299,SO46614,3926.8125,Citywide Service and Repair
370,20190105,20190105,20190105,299,SO46614,1466.01,Citywide Service and Repair
233,20190105,20190105,20190105,299,SO46614,259.5636,Citywide Service and Repair
236,20190105,20190105,20190105,299,SO46614,288.404,Citywide Service and Repair
414,20190105,20190105,20190105,299,SO46614,596.124,Citywide Service and Repair
417,20190105,20190105,20190105,299,SO46614,973.3581,Citywide Service and Repair
381,20190105,20190105,20190105,299,SO46614,3601.575,Citywide Service and Repair
464,20190105,20190105,20190105,299,SO46614,147.2322,Citywide Service and Repair
327,20190105,20190105,20190105,299,SO46614,493.2837,Citywide Service and Repair
447,20190105,20190105,20190105,299,SO46614,156.31,Citywide Service and Repair
263,20190105,20190105,20190105,299,SO46614,404.664,Citywide Service and Repair
341,20190105,20190105,20190105,299,SO46614,1409.382,Citywide Service and Repair
375,20190105,20190105,20190105,299,SO46614,7853.625,Citywide Service and Repair
454,20190105,20190105,20190105,299,SO46614,251.958,Citywide Service and Repair
335,20190105,20190105,20190105,299,SO46614,2348.97,Citywide Service and Repair
445,20190105,20190105,20190105,299,SO46614,143.976,Citywide Service and Repair
435,20190105,20190105,20190105,299,SO46614,648.9054,Citywide Service and Repair
424,20190105,20190105,20190105,299,SO46614,214.236,Citywide Service and Repair
213,20190105,20190105,20190105,299,SO46614,151.3989,Citywide Service and Repair
369,20190105,20190105,20190105,299,SO46614,8796.06,Citywide Service and Repair
325,20190105,20190105,20190105,299,SO46614,3288.558,Citywide Service and Repair
422,20190105,20190105,20190105,299,SO46614,67.539,Citywide Service and Repair
267,20190105,20190105,20190105,299,SO46614,404.664,Citywide Service and Repair
265,20190105,20190105,20190105,299,SO46614,404.664,Citywide Service and Repair
448,20190105,20190105,20190105,299,SO46614,47.976,Citywide Service and Repair
273,20190105,20190105,20190105,299,SO46614,202.332,Citywide Service and Repair
331,20190105,20190105,20190105,299,SO46614,1879.176,Citywide Service and Repair
383,20190105,20190105,20190105,299,SO46614,600.2625,Citywide Service and Repair
257,20190105,20190105,20190105,299,SO46614,367.8764,Citywide Service and Repair
242,20190105,20190105,20190105,299,SO46614,2342.4546,Citywide Service and Repair
343,20190105,20190105,20190105,299,SO46614,3288.558,Citywide Service and Repair
466,20190105,20190105,20190105,299,SO46614,56.5156,Citywide Service and Repair
224,20190105,20190105,20190105,299,SO46614,51.865,Citywide Service and Repair
245,20190105,20190105,20190105,299,SO46614,1561.6364,Citywide Service and Repair
216,20190105,20190105,20190105,299,SO46614,60.5596,Citywide Service and Repair
453,20190105,20190105,20190105,299,SO46614,179.97,Citywide Service and Repair
239,20190105,20190105,20190105,299,SO46614,780.8182,Citywide Service and Repair
221,20190105,20190105,20190105,299,SO46614,166.5388,Citywide Service and Repair
439,20190105,20190105,20190105,299,SO46614,3904.091,Citywide Service and Repair
339,20190105,20190105,20190105,299,SO46614,939.588,Citywide Service and Repair
286,20190105,20190105,20190105,299,SO46614,183.9382,Citywide Service and Repair
230,20190105,20190105,20190105,299,SO46614,173.0424,Citywide Service and Repair
415,20190105,20190105,20190105,299,SO46614,396.072,Citywide Service and Repair
457,20190105,20190105,20190105,299,SO46614,179.976,Citywide Service and Repair
368,20190105,20190105,20190105,299,SO46614,1466.01,Citywide Service and Repair
460,20190105,20190105,20190105,299,SO46614,485.946,Citywide Service and Repair
403,20190105,20190105,20190105,299,SO46614,48.589,Citywide Service and Repair
280,20190105,20190105,20190105,299,SO46614,367.8764,Citywide Service and Repair
271,20190105,20190105,20190105,299,SO46614,404.664,Citywide Service and Repair
461,20190105,20190105,20190105,299,SO46614,377.958,Citywide Service and Repair
333,20190105,20190105,20190105,299,SO46614,1409.382,Citywide Service and Repair
373,20190105,20190105,20190105,299,SO46614,7853.625,Citywide Service and Repair
458,20190105,20190105,20190105,299,SO46614,89.988,Citywide Service and Repair
337,20190105,20190105,20190105,299,SO46614,469.794,Citywide Service and Repair
459,20190105,20190105,20190105,299,SO46614,161.982,Citywide Service and Repair
385,20190105,20190105,20190105,299,SO46614,1800.7875,Citywide Service and Repair
329,20190105,20190105,20190105,299,SO46614,939.588,Citywide Service and Repair
407,20190105,20190105,20190105,299,SO46614,131.2036,Citywide Service and Repair
462,20190105,20190105,20190105,299,SO46614,14.1289,Citywide Service and Repair
242,20190105,20190105,20190105,286,SO46615,1561.6364,Number One Bike Co.
325,20190105,20190105,20190105,286,SO46615,939.588,Number One Bike Co.
329,20190105,20190105,20190105,286,SO46615,939.588,Number One Bike Co.
230,20190105,20190105,20190105,286,SO46615,86.5212,Number One Bike Co.
439,20190105,20190105,20190105,286,SO46615,1561.6364,Number One Bike Co.
239,20190105,20190105,20190105,286,SO46615,780.8182,Number One Bike Co.
414,20190105,20190105,20190105,286,SO46615,298.062,Number One Bike Co.
323,20190105,20190105,20190105,286,SO46615,1409.382,Number One Bike Co.
415,20190105,20190105,20190105,286,SO46615,396.072,Number One Bike Co.
457,20190105,20190105,20190105,514,SO46616,44.994,Retail Mall
323,20190105,20190105,20190105,514,SO46616,8591.3578,Retail Mall
454,20190105,20190105,20190105,514,SO46616,143.976,Retail Mall
327,20190105,20190105,20190105,514,SO46616,2137.5627,Retail Mall
381,20190105,20190105,20190105,514,SO46616,4201.8375,Retail Mall
447,20190105,20190105,20190105,514,SO46616,30.00,Retail Mall
254,20190105,20190105,20190105,514,SO46616,367.8764,Retail Mall
460,20190105,20190105,20190105,514,SO46616,752.3164,Retail Mall
224,20190105,20190105,20190105,514,SO46616,63.8733,Retail Mall
385,20190105,20190105,20190105,514,SO46616,1800.7875,Retail Mall
441,20190105,20190105,20190105,514,SO46616,3123.2728,Retail Mall
445,20190105,20190105,20190105,514,SO46616,107.982,Retail Mall
407,20190105,20190105,20190105,514,SO46616,196.8054,Retail Mall
458,20190105,20190105,20190105,514,SO46616,224.97,Retail Mall
335,20190105,20190105,20190105,514,SO46616,1879.176,Retail Mall
417,20190105,20190105,20190105,514,SO46616,2271.1689,Retail Mall
286,20190105,20190105,20190105,514,SO46616,735.7528,Retail Mall
453,20190105,20190105,20190105,514,SO46616,375.0815,Retail Mall
236,20190105,20190105,20190105,514,SO46616,173.0424,Retail Mall
433,20190105,20190105,20190105,514,SO46616,3995.743,Retail Mall
213,20190105,20190105,20190105,514,SO46616,60.5596,Retail Mall
464,20190105,20190105,20190105,514,SO46616,56.5156,Retail Mall
271,20190105,20190105,20190105,514,SO46616,404.664,Retail Mall
343,20190105,20190105,20190105,514,SO46616,6230.7212,Retail Mall
370,20190105,20190105,20190105,514,SO46616,10262.07,Retail Mall
403,20190105,20190105,20190105,514,SO46616,48.589,Retail Mall
462,20190105,20190105,20190105,514,SO46616,84.7734,Retail Mall
273,20190105,20190105,20190105,514,SO46616,202.332,Retail Mall
459,20190105,20190105,20190105,514,SO46616,377.958,Retail Mall
341,20190105,20190105,20190105,514,SO46616,939.588,Retail Mall
329,20190105,20190105,20190105,514,SO46616,6545.7964,Retail Mall
265,20190105,20190105,20190105,514,SO46616,606.996,Retail Mall
321,20190105,20190105,20190105,514,SO46616,939.588,Retail Mall
383,20190105,20190105,20190105,514,SO46616,1800.7875,Retail Mall
466,20190105,20190105,20190105,514,SO46616,70.6445,Retail Mall
267,20190105,20190105,20190105,514,SO46616,404.664,Retail Mall
373,20190105,20190105,20190105,514,SO46616,14880.0021,Retail Mall
221,20190105,20190105,20190105,514,SO46616,211.9585,Retail Mall
216,20190105,20190105,20190105,514,SO46616,121.1191,Retail Mall
263,20190105,20190105,20190105,514,SO46616,1213.992,Retail Mall
233,20190105,20190105,20190105,514,SO46616,376.7273,Retail Mall
456,20190105,20190105,20190105,514,SO46616,404.946,Retail Mall
333,20190105,20190105,20190105,514,SO46616,5785.6697,Retail Mall
257,20190105,20190105,20190105,514,SO46616,367.8764,Retail Mall
375,20190105,20190105,20190105,514,SO46616,7853.625,Retail Mall
415,20190105,20190105,20190105,514,SO46616,792.144,Retail Mall
422,20190105,20190105,20190105,514,SO46616,202.617,Retail Mall
439,20190105,20190105,20190105,514,SO46616,3123.2728,Retail Mall
461,20190105,20190105,20190105,514,SO46616,53.994,Retail Mall
448,20190105,20190105,20190105,514,SO46616,119.94,Retail Mall
414,20190105,20190105,20190105,514,SO46616,447.093,Retail Mall
368,20190105,20190105,20190105,514,SO46616,13194.09,Retail Mall
377,20190105,20190105,20190105,514,SO46616,5235.75,Retail Mall
369,20190105,20190105,20190105,514,SO46616,8796.06,Retail Mall
239,20190105,20190105,20190105,514,SO46616,2342.4546,Retail Mall
424,20190105,20190105,20190105,514,SO46616,428.472,Retail Mall
331,20190105,20190105,20190105,514,SO46616,3288.558,Retail Mall
325,20190105,20190105,20190105,514,SO46616,4228.146,Retail Mall
230,20190105,20190105,20190105,514,SO46616,173.0424,Retail Mall
389,20190105,20190105,20190105,514,SO46616,6823.7847,Retail Mall
435,20190105,20190105,20190105,514,SO46616,1946.7162,Retail Mall
339,20190105,20190105,20190105,514,SO46616,4228.146,Retail Mall
242,20190105,20190105,20190105,514,SO46616,3123.2728,Retail Mall
429,20190105,20190105,20190105,514,SO46616,324.4527,Retail Mall
423,20190105,20190105,20190105,514,SO46616,495.693,Retail Mall
263,20190105,20190105,20190105,383,SO46617,202.332,Vehicle Shop
433,20190105,20190105,20190105,383,SO46617,648.9054,Vehicle Shop
343,20190105,20190105,20190105,383,SO46617,1879.176,Vehicle Shop
286,20190105,20190105,20190105,383,SO46617,551.8146,Vehicle Shop
327,20190105,20190105,20190105,383,SO46617,657.7116,Vehicle Shop
422,20190105,20190105,20190105,383,SO46617,67.539,Vehicle Shop
236,20190105,20190105,20190105,253,SO46618,86.5212,Roving Sports
445,20190105,20190105,20190105,200,SO46619,71.988,Basic Bike Company
460,20190105,20190105,20190105,618,SO46620,269.97,Seventh Bike Store
461,20190105,20190105,20190105,618,SO46620,215.976,Seventh Bike Store
435,20190105,20190105,20190105,618,SO46620,648.9054,Seventh Bike Store
368,20190105,20190105,20190105,618,SO46620,2932.02,Seventh Bike Store
221,20190105,20190105,20190105,618,SO46620,30.2798,Seventh Bike Store
254,20190105,20190105,20190105,618,SO46620,183.9382,Seventh Bike Store
415,20190105,20190105,20190105,618,SO46620,792.144,Seventh Bike Store
453,20190105,20190105,20190105,618,SO46620,107.982,Seventh Bike Store
341,20190105,20190105,20190105,618,SO46620,1409.382,Seventh Bike Store
371,20190105,20190105,20190105,618,SO46620,5235.75,Seventh Bike Store
373,20190105,20190105,20190105,618,SO46620,2617.875,Seventh Bike Store
331,20190105,20190105,20190105,618,SO46620,1879.176,Seventh Bike Store
459,20190105,20190105,20190105,618,SO46620,215.976,Seventh Bike Store
383,20190105,20190105,20190105,618,SO46620,1800.7875,Seventh Bike Store
456,20190105,20190105,20190105,618,SO46620,468.8675,Seventh Bike Store
379,20190105,20190105,20190105,618,SO46620,1308.9375,Seventh Bike Store
335,20190105,20190105,20190105,618,SO46620,1879.176,Seventh Bike Store
339,20190105,20190105,20190105,618,SO46620,469.794,Seventh Bike Store
